Key,ko,jp,en
town5.2,요즘 같은 세상에 그런 걸 팔리 없잖아?,今の世の中、そんなの売ってないだろ？,There's no way they'd sell such things in a world like this right?
town6.1,무거워 보이는 통나무들이 차곡차곡 쌓여있다.,重そうな丸太がずらりと並んでいる。,Heavy-looking logs are neatly stacked.
town7.1,"오, 니코!",おお、ニコ！,Oh Nico!
town7.2,"삼촌 우예 목공소가 아이라, 여 있습니꺼?",おじさん、なんで木工所がアイラ、ここにいるんですか？,Uncle why are you at the carpentry shop instead of home?
town7.3,"아, 만나기로 한 사람이 있어서!",あ、会う約束の人がいるから！,Oh I have someone I'm supposed to meet!
town7.4,"아하...? 아, 저 수리도구가 필요한데 빌려도 되지예?",あはは...？あ、あの修理道具が必要なんだけど、貸してくれる？,Ah...? Oh I need some repair tools can I borrow them?
town7.5,물론~! 목공소 입구 맞은 편의 도구걸이를 확인해 봐!,もちろん～！木工所入り口の向かいにある工具棚をチェックしてね！,Of course~! Check the tool rack across from the woodshop entrance!
town7.6,고맙십니더.,ありがとうございます。,Thank you.
town7.7,(누구를 기다리는 거재..?),(誰を待ってるんだろう...？),(Who is he waiting for..?)
town7.8,(리비오는 다소 설레어 보인다),(リビオはやや興奮しているようだ),(Livio seems somewhat excited)
town8.1,"3시간에 5실버, 하룻 밤은 10실버야.",3時間で5シルバー、一晩で10シルバーだよ。,3 hours for 5 silver a full night is 10 silver.
town8.2,뭐? 3시간만 자고 가는 사람이 있냐고?,えっ、3時間だけ寝て帰る人がいるのかよ。,What? Are there people who only sleep for 3 hours?
town8.3,푸흡. 부모님께 물어보지 그래?,ふふっ。両親に聞いてみたら？,Hehe. Why don't you ask your parents?
town9.1,"오, 니콜라스군 아냐?",ああ、ニコラス君じゃないの？,"Oh, Nicholas?"
town9.2,나 아까 스탬피드랑 닮은 것 같은 사람을 봤어.,さっきスタンプピードに似てるような人を見たよ。,I saw someone who looked like Stampede earlier.
town9.3,뭐? 닮으면 닮았지. 닮은 것 같은 게 뭐냐고?,何？ 似ていれば似ているよ。 似ているようなものってなんだよ。,What? If they look alike they look alike. What do you mean 'looks like'?
town9.4,"하하, 너도 직접 보면 알게 될걸?",ハハ、君も直接見ればわかるよ。,Haha you'll understand when you see for yourself?
town10.1,무럭무럭 자라라~,大きくなれよ〜。,Grow big and strong~
town10.2,울프우드씨에게 특제 우동을 배우기로 했다고?,ウルフウッドさんに特製うどんを習うことになった？,I decided to learn special udon from Mr. Wolfwood
town11.1,"있잖아, 나.. 사실..",あのね、私。実は...,You know what..
town11.2,너를...,あなたを...,I always...
town12.1,안녕하세요 올리브 샵입니다~,こんにちは、オリーブショップです～,Hello this is Wolfmart~
town12.2,찾으시는 게 있으시면 말씀해 주세요~,探してるものがあったら言ってね～,If you're looking for something please let me know~
town13.1,이 우동 맛있는걸!,このうどん美味しいよ！,This udon is delicious!
town13.2,쫀득한 면발과\n섬세한 국물의 하모니..!,もっちりした麺と\n繊細なスープのハーモニー...!,The harmony of chewy noodles\n and delicate broth..!
town14.1,뭐야? 왜 그렇게 쳐다봐?,何だ？ 何でそんな目で見てるの？,What? Why are you staring at me like that?
town14.2,한 끼 대접하고 싶지만 이집 카레는 특별히 맛있는 게 아니라..,ご馳走したいけど、ここのカレーは特別美味しいわけじゃないから...,I'd like to treat you to a meal but this place's curry isn't particularly delicious..
town15.1,"어어, 울프우드씨~",あー、ウルフウッドさん～。,Oh Mr. Wolfwood~
town15.2,가 아니라 니콜라스잖아?,エン・ニコラスじゃなかったっけ？,Wait no. You're Nicholas isn't it?
town16.1,응? 나를 어디서 본 것 같다고?,え？ どこで見たような顔してる？,Hm? You think you've seen me somewhere?
town16.2,에이~ 금발 미인 쌍둥이는 흔하잖아~,え～、金髪美人の双子なんてよくいるでしょ～？,Hey~ blonde beautiful twins are common~
town16.3,랄랄라~ 라랄라라~,ラララ~ ラララ~,Lalala~ Lalalala~
town17.1,이 너머엔 볼 일이 없어,この先には何もないよ,There's nothing to see beyond here
town18,"이 앞, 나무 있다",この先、木ががあるぞ,Amazing tree ahead!
town19.1,...?,...?,...?
town19.2,빗자루잖아?,トンガリだろ？,Isn't that Spikey?
town19.3,옆은 누구지..?,隣は誰だろう...？,Who's next to him..?
town19.4,빗자루랑 닮은 것 같기도.. 아닌 것 같기도 한데?,トンガリに似ているような、似ていないような。違うような気がするけど？,He looks similar to Spikey.. but also not?
town19.5,"니콜라스는 귀를 기울였지만, 시냇물이 흐르는 소리에 섞여 대화가 잘 들리지 않는다.",ニコラスは耳を傾けるが、川の流れの音に紛れて会話がよく聞こえない。,Nicholas listened carefully but the conversation was hard to hear mixed with the sound of flowing stream water.
town19.6,― ... ... .,― ... ... .,― ... ... .
town19.7,"하지만, 나이..",でも、ナイ。,But Knives..
town19.8,"여태까지 계속 네 의견을 존중해왔어, 밧슈.",今までずっとお前の意見を尊重してきたぞ、バシュー。,I've been respecting your opinion all this time Vash.
town19.9,너야말로 한 번이라도 내 말을 들어줄 순 없는 거냐?,お前こそ、一度でいいから俺の言うことを聞いてくれないのか？,Can't you just listen to me for once?
town19.10,... ... ...,... ... ...,...  ... ...
town19.11,미안... 그래도 나는 ―가 ...,ごめん...それでも俺は-が...,Sorry... but I still think ― is ...
town19.12,... 딱 이번 달까지만 기다려주마.,...今月までだけ待ってやるよ。,... I'll wait just until this month.
town19.13,잘 생각해 봐.,よく考えてくれ。,Think about it carefully.
town19.14,"니콜라스는 스탬피드에게 말을 걸고 싶었지만, 중요한 대화 중인 둘을 방해하지 않기로 했다.",ニコラスはスタンピードに話しかけたかったが、大事な話をしている二人を邪魔しないことにした。,Nicholas wanted to talk to Stampede but decided not to disturb the two who were having an important conversation.
town20.1,무너지지 않는 침대를\n어떻게 만들란 거야?,崩れないベッドを\nどうやって作れって言うんだ？,How am I supposed to make\n a bed that won't collapse?
town20.2,형도 정말...,お兄ちゃんも本当に......。,"Please, bro..."
town21.1,지금은 방해하지 말자..,今は邪魔しないでおこう。,Let's not disturb them now..
home28.1,다양한 동화책들이 있다. 한 권 펼쳐보시겠습니까? ,様々な絵本がある。一冊開いてみますか？,There are many different fairy tale books. Would you like to try one? 
home28.2,맞아. 동화책을 읽을 나이는 지났지.,そうだ。童話を読む年齢は過ぎたんだ。,"You're right, I'm past the age of storybooks."
home28.3,[늑대와 빨간 모자],[オオカミと赤い帽子],The Wolf and Little Red Riding Hood
home28.4,"옛날 옛적에, 빨간 모자를 쓴 아주 착한 아이가 살고 있었어요.",むかしむかし、赤い帽子をかぶったとてもいい子が住んでいました。,"Once upon a time, there lived a very nice little boy named Little Red Riding Hood."
home28.5,햇살이 따스한 7월에 빨간 모자는 따끈따끈한 쿠키를 바구니에 담고 사랑하는 할머니를 만나러 숲속 길을 걸었어요.,日差しが暖かい7月、赤い帽子は暖かいクッキーをバスケットに入れ、大好きなおばあちゃんに会いに森の道を歩きました。,"On a sunny July day, Little Red Riding Hood walked through the woods with a basket of warm cookies to visit his beloved grandmother."
home28.6,"그런데, 할머니 집에 도착하자 그곳엔... 할머니가 아닌, 까만 늑대가 기다리고 있었어요!",ところが、おばあちゃんの家に着くと、そこには...。おばあちゃんではなく、黒いオオカミが待っていました！,"But when he got to her house... Instead of her grandmother, a black wolf was waiting for her!"
home28.7,"빨간 모자는 깜짝 놀랐지만, 용감하게 바구니에서 쿠키 하나를 꺼내 늑대에게 건넸어요.",赤い帽子はびっくりしましたが、勇気を出してバスケットからクッキーを一つ取り出し、オオカミに渡しました。,"Little Red Riding Hood was surprised, but she bravely took a cookie out of her basket and gave it to the wolf."
home28.8,"늑대는 쿠키를 한 입 먹고는 ""니, 이런걸로 내를 꼬실 수 있다고 생각한기냐"" 하며 화를 냈답니다.",オオカミはクッキーを一口食べて、「お前、こんなもので私を誘惑できると思ったのか」と怒ってしまいました。,"The wolf took one bite of the cookie and was furious, saying, ""You think you can lure me with this?"""
home28.9,하지만 늑대는 사실 용감한 빨간 모자가 마음에 들었어요.,しかし、オオカミは実は勇敢な赤い帽子が気に入ったのです。,But the wolf actually liked the brave Little Red Riding Hood.
home28.10,빨간 모자와 늑대는 힘을 합쳐 달콤한 쿠키 가게를 열었어요. [늑대와 빨간 모자의 베이커리]는 숲 속 친구들이 줄을 서서 쿠키를 사러 올 만큼 정말 인기 있는 가게가 되었습니다!,赤い帽子とオオカミは力を合わせて甘いクッキー屋さんを開きました。 オオカミと赤い帽子のパン屋さん」は、森の中の友達が並んでクッキーを買いに来るほどの人気店になりました！,Little Red Riding Hood and the wolf joined forces and opened a sweet cookie shop. [Wolf and Red Riding Hood's Bakery] became so popular that all the forest friends lined up to buy cookies!
home28.11,- 해피 엔딩 -,- ハッピーエンド -,- Happy Ending
home28.12,다양한 동화책들이 있다.,様々な絵本があります。,There are many different fairy tales.
intro1.1,"울프우드씨랑 밧슈씨, 돌아오셨구나!",ウルフウッドさんとバシューさん、帰ってきたね！,Mr. Wolfwood and Mr. Vash back!
intro1.2,니콜라스군의 목소리인가 봐,ニコラスくんの声かな,I think that's Mr. Nicholas' voice.
intro1.3,아기여도 꽤 목청이 큰걸?,赤ちゃんなのに結構声量があるよ！,"He's quite a vocal boy, even for a baby."
intro1.4,"첫인상을 잘 보이고 싶어서 신경 썼는데, 괜찮으려나..?",第一印象を良くしたいから気にしてたんだけど、大丈夫かな...？,I've been trying to make a good first impression... Will it be okay?
intro2.1,흠.. 저러다 빗자루 잡겠네,うーん...。こりゃトンガリ気絶しそうだな,Hmm.. I should have brought\nmore baby and toddler toys.
intro2.2,유모차를 준비해야긋다,ベビーカーを用意しなきゃ,I need to get\nthe stroller ready.
intro3.1,니코 왜 우는 거니?,ニッコ なんで泣いてるの？,"Nico, why did you crying?"
intro3.2,배가 고픈 걸까?,腹が減ったのかな？,Did you hungry?
intro3.3,졸려서 그래?,眠いのかな？,Did you sleepy?
menu.newGame,새 게임,新しいゲーム,New game
menu.continue,이어하기,続行,Continue
menu.toTitle,타이틀로,タイトルで,Title
menu.cancle,취소,キャンセル,Cancel
option.alwaysRun,항상 달리기,常に走る,Always run
option.rememberControl,명령 기억,コマンドの記憶,Remember commands
option.touchUI,터치 UI,タッチUI,Touch UI
option.BGM,BGM 볼륨,BGMの音量,BGM volume
option.BGS,BGS 볼륨,BGSの音量,BGS volume
option.ME,ME 볼륨,MEの音量,ME volume
option.SE,SE 볼륨,SEの音量,SE volume
option.remining,갖고 있는 수,持ってる数,How many do you have
option.saveFileMessage,어느 파일에 저장할까요?,どのファイルに保存しようか,Which file should I save to?
option.loadFileMessage,어떤 파일을 로드할까요?,どのファイルをロードしようか？,Which file should I load?
option.file,파일,ファイル,File
option.autoSave,자동 저장,自動保存,Autosave
stat.level,레벨,レベル,Level
stat.HP,최대 HP,最大HP,Max HP
stat.MP,최대 MP,最大MP,Max MP
stat.attack,공격,攻撃,Attack
stat.defense,방어,防御,Defense
stat.magicAttack,마법 공격력,魔法攻撃力,Magic Attack
stat.magicDefense,마법 방어력,魔法防御力,Magic Defense
stat.Agility,민첩성,素早さ,Agility
stat.Luck,운,運,Luck
stat.hit,명중률,命中率,Hit Chance
stat.dodge,회피율,回避率,Dodge Chance
command.option,설정,設定,Settings
command.save,저장,保存,Save
command.endGame,게임 종료,ゲーム終了,End Game
command.stats,스탯,統計,Stats
command.attack,공격,攻撃,Attack
command.defense,방어,防御,Defense
command.items,아이템,アイテム,Items
command.sort,정렬,並べる,Sort
command.skills,스킬,スキル,Skills
command.fight,싸우기,戦う,Fight
command.flee,도망,逃げる,Flee
command.equipment,장비,装備,Equipment
command.weapons,무기,武器,Weapons
command.armor,방어구,防具,Armor
command.coreItems,핵심 아이템,コアアイテム,Core Items
command.gear,장비,装備,Gear
command.optimization,최적화,最適化,Optimization
command.unlockAll,모두 해제,すべて解除,Unlock All
command.buy,구매,購入,Buy
command.sell,판매,販売,Sell
item1.1,수리 도구,修理道具,Repair tools
item1.2,리비오의 목공소에서 빌린 망치. 못과 세트이다.,リビオの木工所で借りたハンマー。釘とセットになっている。,A hammer borrowed from a woodshop in Livio. Nails and set.
item2.1,물뿌리개,スプリンクラー,Watering can
item2.2,울프우드의 솜씨로 새것같이 고쳐진 물뿌리개,ウルフウッドの腕前で新品同様に修理されたスプリンクラー,Wolfwood's craftsmanship has made this watering can good as new
item3.1,사진,写真,Photo
item3.2,어릴 적 니콜라스와 스탬피드. 스탬피드는 나이를 먹지 않는 걸까?,子供の頃のニコラスとスタンピード。スタンピードは歳をとらないのだろうか？,Nicholas and Stampede as children. Does Stampede never age?
item4.1,도끼,斧,Axe
item4.2,울프우드가 애용하는 도끼. 세월을 타서 이음새가 헐거워졌다.,ウルフウッドが愛用している斧。経年劣化で継ぎ目が緩んでいる。,Wolfwood's favorite axe. The seams have come loose with age.
item5.1,제라늄 씨앗,ゼラニウムの種,Geranium seeds
item5.2,홑겹 제라늄 씨앗이 한 움큼 든 주머니,一握りのゼラニウムの種が入ったポケット,A pocket full of geranium seeds.
item6.1,체크 셔츠,チェックシャツ,Check Shirt
item6.2,무난한 체크 셔츠. 울프우드와 가끔 바꿔 입기도 한다.,無難なチェックシャツ。ウルフウッドと時々入れ替えて着ることもある。,A plain check shirt. Sometimes worn interchangeably with Wolfwood.
item7.1,붉은 조끼,赤いベスト,Red Vest
item7.2,부드러운 알파카 모로 짜인 붉은 조끼.,柔らかいアルパカの毛糸で編まれた赤いベスト。,A red vest woven from soft alpaca moro.
job.undertaker,장의사,葬儀屋,Undertaker
job.plants,플랜트,植物,Plant
etc1.1,무기,武器,Weapons
etc1.2,방패,盾,Shields
etc1.3,머리,頭,Head
etc1.4,몸,体,Body
etc1.5,장신구,装飾品,Jewelry
etc1.6,마법,魔法,Magic
etc1.7,필살기,必殺技,Special Power
skill.sadSmile1,슬픈 미소,悲しい笑顔,Sad Smile
skill.sadSmile2,적에게 자비를 일깨워 주기 위한 슬픈 미소. 때때로 역효과를 일으키기도 한다.,敵に慈悲を呼び覚ますための悲しげな笑顔 時には逆効果になることもある。,Sad smile to inspire mercy in your enemies. Sometimes it backfires.
skill.loveAndPeace1,러브 앤 피스,愛と平和,Love and Peace
skill.loveAndPeace2,세상 모든 사람들에게 나누어주는 의지,世の中のすべての人に分け与える意志,The will to give to all the people in the world
skill.handsomeSmile1,잘생긴 미소,ハンサムな笑顔,Handsome smile
skill.handsomeSmile2,때때로 어떤 옷을 입었는지 기억나지 않게 하는 효과가 있다,時々、どんな服を着ていたか思い出させない効果がある,Sometimes has the effect of making you not remember what you're wearing
skill.pray1,장례 예식 기도문,葬儀の礼拝の祈り,Funeral Service Pray
skill.pray2,기도를 부탁하려면 2만 더블 달러가 필요하다,祈りを頼むには2万ダブルドルが必要,"You need 20,000 double dollars to ask for him"
skill.body1,튼튼한 몸,丈夫な体,Strong body
skill.body2,어떤 상처든 순식간에 회복할 수 있다,どんな傷も一瞬で回復する,Can recover from any wound in a flash
home30.1,단정한 얼굴이 거울에 비친다 ,整頓された顔が鏡に映る,Pretty face in the mirror
home31.1,...굳이 뒤져보시겠습니까?,...あえて探しませんか？,...Do you dare to look it up?
home31.2,부모님들의 휴식 공간,両親の休憩スペース,Parent's Rest Area
home31.3,현명하다,賢明である,It's a smart choice
home31.4,여러 가지 방식으로...,様々な方法で...,In many ways...
home32.1,방치해둔 지 오래된 듯 먼지가 쌓여있다. ,長い間放置していたような埃が積もっている。,"It looks like it's been sitting around for a while, gathering dust."
home33.1,상자 안에 무언가 먼지투성이 천으로 덮여져 있다. 걷어내 보시겠습니까? ,箱の中に何やらほこりっぽい布で覆われている。それを剥がしてみますか？,There's something in the box covered with a dusty cloth. Would you like to take it off?
home33.2,"...콜록, 콜록! 이 먼지 봐라! 좀 치우라 캐도","...ゴホン, ゴホン！ ほこりが飛ぶでしょ？もっと早く片付けるべきだった。","Cough, Cough! Look at all this dust! Clean it up dad!"
home33.3,...음? 뭐고 이건. 총? 와 이런 위험한 게 집에. 아부지 꺼가? ,...うーん、なんだこれは。銃？ なんでこんな危険なものが家にあるんだ。お父さんのものか？,"Hmm? What is this? A gun? Wow, such a dangerous thing in the house. Are you going to take it out?"
home33.4,45구경 리볼버 타입의 총이 들어있다. ,45口径のリボルバータイプの銃が入っている。,It's a .45 caliber revolver.
home33.5,괜히 건들였다 얻어터져라 혼나는 건 사양이다.,無駄に触ったからといって殴られるのは勘弁してほしい。,I don't want you to get beaten up for touching it.
town22.1,기도하는 모습 보고 싶네~,祈る姿が見たいね～,I'd like to see wolfwod pray~
town22.2,아이스 아메리카노는 안 팔아,アイスアメリカーノは売ってない,We don't sell cold coffee.
town22.3,"역시, 옛날 사람들이 지어낸 농담이겠지? ",やっぱり、昔の人が作った冗談だろう？,I'm sure it's an old wives' tale.
town22.4,그럼 가토 밀푀유는 어때? ,じゃあ、ガトーミルフィーユはどう？,How about a gateau mille-feuille?
town22.5,미안하지만 우리 가게는 세이론 티 세트만 판매해,悪いけど、うちの店はセイロンティーセットしか売ってない,"I'm sorry, but we only sell the Ceylon tea set."
town23.1,다양한 공구들이 걸려있다.,様々な工具が飾ってある。,There are various tools hanging around.
town23.2,날카로운 것들도 있으니 주의하자. ,鋭利なものもあるので注意しよう。,"Some of them are sharp, so be careful."
town24.1,복잡한 도면.,複雑な図面。,A complicated drawing.
town24.2,호신용 퍼니셔 제조법이라고 써있다.,護身用ファニッシャーの作り方と書いてある。,It says it's a recipe for a self-defense punisher.
town24.3,퍼니셔가 뭐지?,ファニッシャーってなんだろう？,What is a punisher?
town25.1,어린이 실습용 목재들이다,子供用の実習用木材だ,These are woods for children's practice
town26.1,가족용 텐트,家族用テント,Family Tent
town26.2,어릴 적 여기서 간이 캠핑을 했던 적이 있다.,子供の頃、ここで簡易キャンプをしたことがある。,I remember camping here when I was a kid.
town26.3,엄마랑 요리를 하다 실수로 불을 낼뻔하기도 했었지..,母と一緒に料理をしていて、誤って火を起こしそうになったこともあった。,We almost started a fire while cooking with my mom.
town27.1,이 채소가 다 자라면 마을의 가게에 납품하기로 했어,この野菜が育ったら、町のお店に納品することになったんだ,I've decided to sell these veggies to a shop in town when they're grown
town27.2,그럼 바나나 선데이 말고도 다른 걸 먹을 수 있겠지..?,じゃあ、バナナサンデー以外も食べられるんだろうな...？,So we'll have something other than Banana Sunday...?
home34.1,밧슈는 충격받아 멍한 얼굴로 연못을 보고 있다...,バシューはショックを受け、呆然と池を眺めている...。,Vash stares at the pond in shock...
home35.1,투덜댈 시간에 가서 일이나 봐라.,愚痴ってる暇があったら仕事でもしてろよ。,Go and do the work instead of complaining.
home36.1,어렸을 땐 귀여웠는데...,小さい頃は可愛かったのに...。,You were cute when you were little....
home37.1,(말을 걸고 싶지 않다..),(話しかけたくない...),(I don't want to talk to my parents...)
home38.1,옷장에 아기 옷이 가득 들어있다.,クローゼットにベビー服がいっぱい入っている。,A closet full of baby clothes.
home38.2,대부분 검은 색이다.,ほとんどが黒色である。,Mostly black.
home38.3,대부분 빨간 색이다.,ほとんどが赤色だ。,Most of them are red.
home39.1,동화책이 나란히 정리되어 있다.,絵本が並んでいる。,The storybooks are lined up side by side.
home39.2,한 권 읽어볼까?,一冊読んでみようかな？,Would you like to read one?
home39.3,[야수와 미녀],[野獣と美女】,[The Beast and the Beauty]
home39.4,"옛날, 옛적 어느 마을에 마음씨 고운 미녀가 살고 있었어요.",むかしむかし、むかしむかし、ある村に心優しい美女が住んでいました。,"Once upon a time, in a village, there lived a kind-hearted beauty."
home39.5,마을 근처를 산책하던 미녀는 우연히 야수와 만났습니다. 미녀는 야수를 보고 놀랐지만 누구에게 그러해왔듯 다정하게 그를 대했어요.,村の近くを散歩していた美女は、偶然野獣と出会いました。美女は野獣を見て驚きましたが、誰にでもそうであったように優しく接してくれました。,"While walking around the village, she happened to meet a beast. She was surprised to see him, but she treated him as she would anyone else."
home39.6,사실 껄렁한 야수를 보고 처음엔 그를 의심하기도 했었죠. 하지만 어느샌가 그의 맘 속에 다정함과 배려심이 있다는 것을 알게 되었습니다.,実は、堅苦しい野獣を見て最初は彼を疑うこともありましたが、いつの間にか彼の心の中に優しさと思いやりがあることを知りました。,"In fact, she was suspicious of him at first because he was so rough, but then she realized that he had a kind and caring heart."
home39.7,미녀는 야수가 좋아졌어요. 야수도 고운 마음씨를 가진 미녀가 점점 좋아졌습니다.,美女は野獣が好きになりました。 野獣も心優しい美女がどんどん好きになりました。,"The beauty grew fond of the beast, and the beast grew fond of the beauty, who also had a kind heart."
home39.8,하지만 사실 야수는 미녀에게 거짓말을 하고 있었어요. 그는 사실 미녀를 감시하기 위해 파견된 요원이었습니다.,しかし、実は野獣は美女に嘘をついていました。 彼は実は美女を監視するために派遣された工作員だったのです。,But the beast was lying to the beauty. He was actually an agent sent to spy on the beauty.
home39.9,야수는 자신의 잘못을 미녀에게 고했어요. 그리고 놀랍게도 미녀는 이미 알고 있다고 대답했습니다.,野獣は自分の過ちを美女に告げました。 そして驚いたことに、美女はすでに知っていると答えました。,"He confessed his misdeeds to her, and to his surprise, she replied that she already knew."
home39.10,서로의 사랑을 확인한 두 사람은 행복하게 오래오래 살았답니다~,お互いの愛を確認した二人は、幸せに長生きしたそうです。,They realized that they loved each other and lived happily ever after.
home39.11,감동적인 이야기였다.,感動的な話だった。,It was an inspiring story.
home40,남의 집을 함부로 뒤지는 건 무례한 일이야!,他人の家を勝手に覗くのは失礼だよ！,It's rude to rummage through someone's house!
home40.1,노란 장미가 꽂힌 꽃병,黄色のバラの花瓶,Vase with yellow roses
home41.1,"어렸을 때, 우물에서 귀신이 올라오는 공포 영화를 봤었다.",子供の頃、井戸から幽霊が出るホラー映画を見たことがある。,"When I was a kid, I saw a horror movie where a ghost came up from a well."
home41.2,"걱정이 되어 부모님께 귀신이 되살아나오지 않게 우물을 묻어버리자고 했더니, 부모님의 표정이 이상해졌었다.",心配になって両親に、幽霊が蘇らないように井戸を埋めてしまおう、と言ったら、両親の表情がおかしくなった。,"I was worried and asked my parents if we should bury the well so the ghosts wouldn't come back, and they got a strange look on their faces."
home41.3,우물에 귀신은 없어.,井戸に幽霊はいない。,There are no ghosts in wells.
home42.1,당근.,ニンジン。,Carrots.
home42.2,맛이 없다...,不味い...。,Tasteless...
home42.3,아무도 보고 있지 않을 때 몰래 뽑아버릴까?,誰も見ていないときにこっそり抜いてしまおうか？,Shall I sneak and pull it out when no one is looking?
home42.4,아들? 니 뭐하나?,息子よ、何してるんだ？,Son? What are you doing?
home42.5,"헉, 아부지..? 그게 아이라예..",えっ、お父さん...いや、そうじゃなくて,"Hmph, dad...? It's a misunderstanding."
home42.6,니 제정신이가!!! 니 어무이랑 내랑 피땀 흘려 니보다 소중하게 키워온 텃밭에 뭐 하는 기고!!!!!!!!,お前の正気か!!! あなたのお母さんと私と血を流してあなたより大切に育ててきた家庭菜園に何をしているのか寄稿!!!!!!!!！,Are you crazy! What are you doing to the garden that your mother and I have sweated over and grown more precious than you!!!!!!!!
home42.7,맞다. 아무리 당근이 싫어도 그건 아니지.,そうだ。いくらニンジンが嫌いでもそれはないだろう。,"That's right. No matter how much you hate carrots, that's not it."
home42.8,콜라비.,コーラビ。,Collavi. 
home42.9,맞다. 아무리 콜라비가 싫어도 그건 아니지.,そうだ。いくらコーラビが嫌いでもそれはないだろう。,"That's right. No matter how much you hate Collavi, you shouldn't do that."
home42.10,양배추.,キャベツ。,Cabbage.
home42.11,맞다. 아무리 양배추가 싫어도 그건 아니지.,そうだ。いくらキャベツが嫌いでもそれはない。,"That's right. No matter how much you hate cabbage, you shouldn't do that."
home42.12,피망.,ピーマン。,Bell peppers.
home42.13,맞다. 아무리 피망이 싫어도 그건 아니지.,そうだ。いくらピーマンが嫌いでもそれはないだろう。,"That's right. No matter how much you hate bell peppers, you shouldn't do that."
home43.1,넌 뭐야? 눈치 없이 끼어들지 말아 줄래?,あんたは何なの？ 勝手に 끼어들지 말아줄래요?,What are you?! Can you please not barge in unannounced?
home43.2,(속삭이며) 고백받고 싶지 않아. 제발 도와줘...,(ささやきながら) 告白されたくないんだ。 助けてくれよ...,"(whispering) I don't want to be confessed to by her, please help me..."
home43.3,그는 간절해 보인다... 도와줄까?,彼は切羽詰まってるようだ...。助けてあげようか？,He looks desperate... Can I help you?
home43.4,"너, 끼어들지 말라고 했지!!!",お前、口出しするなと言っただろ！！！,I told you to stay out of it!
home43.5,하지만 남자애가 싫어하지 않나..,でも、男子が嫌われてるんじゃないか...,But doesn't the boy hate it?
home43.6,뭐?! 너 솔직히 말해봐 정말 내가 싫어?!,え？お前、正直に言ってみろよ、本当に俺が嫌いなのか！！,"What?! Tell me honestly, do you really hate me?!"
home43.7,"그야, 그 쪽이 더 자극되니까...",だって、そっちの方が刺激的だから...。,Because it's more sexually arousing that way...
woman,여자,女,Woman
man,남자,男,Man
home43.10,....?,....?,....?
home43.11,둘은 여관으로 사라졌다...,二人は旅館に消えた...。,They disappeared into the inn...
home43.12,"내 사랑 문제도 복잡한데, 남의 문제에 끼어들 여력이 없다.",自分の恋愛問題も複雑なのに、他人の問題に口出しする余裕はない。,My love life is complicated enough that I can't afford to get involved in other people's problems.
home44.1,어릴 적 내가 썼던 요람이다.,子供の頃、私が使っていたゆりかご。,This is my cradle as a baby.
home44.2,내가 이렇게 작았다고? ,私がこんなに小さかったの？,I was this small?
home45.1,상자 안에 여러 가지 육아 용품들이 있다.,箱の中にいろいろな育児用品が入っている。,There's a bunch of baby stuff in the box.
home45.2,아직까지 쟁여두고 있는 모양이다.,まだ保管しているようだ。,I'm still holding on to them.
home45.3,10년도 지났는데. ,10年も経ったのに。,It's been over a decade.
home46.1,<무너지지 않는 침대 설계도> 라고 적혀있다.,<崩れないベッドの設計図>と書いてある。,It says “bed plans that won't fall apart”.
home46.2,이런 걸 누가 필요로 하는거지?,誰がこんなものを必要としているんだろう？,Who needs this?
home47.1,나비야 안녕~,蝶よこんにちは〜,"Hi, kitty~"
home47.2,고양이는 새카만 눈으로 스탬피드를 올려다본다,猫は真っ黒な目でスタンプを見上げる,The cat looks up at Stampede with her black eyes
home47.3,으응~? 하고 싶은 말이 있니?,うーん〜？ 何か言いたいことある？,Umm? Is there something you want to say?
home47.4,...? ??? ?????,...? ??? ?????,...? ??? ?????
home48.1,쿠로네코 산책가는 기가~,くろねこお散歩するキガ～,Are you going for a walk in Kuroneko~?
home48.2,고양이는 새카만 눈으로 니콜라스를 올려다본다,猫は真っ黒な目でニコラスを見上げる,The cat stares up at Nicholas with its black eyes.
home48.3,"머꼬, 니 할 말 있나?",なんで、何か言いたいことある？,Why? Do you have something to say?
home48.4,...? ??? ???????????,...? ??? ???????????,...? ??? ???????????
home49.1,... ... ...,... ... ...,... ... ...
home49.2,... ... ... ... ... ...,... ... ... ... ... ...,... ... ... ... ... ... ...
home49.3,니 또 노래 부를기가,また歌を歌うのか？,Are you going to sing again?
home49.4,어데서 그런 노래를 배워오는기고,どこでそんな歌を習ってくるの？,Where did you learn to sing like that?
home50.1,빨빨대고 다니는걸 보니 기분 좋은갑네,一日中あちこち回っているのを見ると、気持ち良さそうですね。,"You must be in a good mood today, because you're all over the place."
home50.2,어데 한 곡 뽑아본나,どこか一曲歌ってみろ,Sing for me.
home50.3,... ... ...,... ... ... ...,... ... ...
home50.4,...????? 머꼬..?? 먼데..?????,...????? 何だろう...何でだ... ?????,...????? Why..?? What is it...?????
home50.5,검은 고양이가 아쉽냐는 듯이 바라본다.,黒猫が残念そうな顔をする。,The black cat looks at me as if it's disappointed.
